date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
20190103,1161,64,Category 01,7,23,0,29,0,0,12,0,25
20190105,1161,64,Category 01,7,15,0,27,0,0,12,0,25
20190106,1161,64,Category 01,0,21,0,39,0,12,12,0,25
20190107,1161,64,Category 01,9,12,12,36,12,0,12,0,25
20190108,1161,64,Category 01,0,24,0,24,0,0,0,0,25
20190111,1161,64,Category 01,8,23,0,29,0,0,12,0,25
20190113,1161,64,Category 01,9,23,0,29,0,0,12,0,25
20190114,1161,64,Category 01,7,19,12,25,0,12,0,0,25
20190116,1161,64,Category 01,9,22,0,22,0,0,0,0,25
20190117,1161,64,Category 01,7,26,0,32,0,0,12,0,25
20190120,1161,64,Category 01,7,14,0,26,0,0,12,0,25
20190123,1161,64,Category 01,0,25,0,25,0,0,0,0,25
20190124,1161,64,Category 01,0,31,0,25,0,0,0,0,25
20190125,1161,64,Category 01,10,21,0,21,0,0,0,0,25
20190129,1161,64,Category 01,0,23,0,29,0,0,12,0,25
20190204,1161,64,Category 01,10,17,0,29,0,0,12,0,25
20190205,1161,64,Category 01,0,17,0,29,0,0,12,0,25
20190207,1161,64,Category 01,0,23,0,41,0,12,12,0,25
20190209,1161,64,Category 01,11,26,0,32,0,0,12,0,25
20190211,1161,64,Category 01,8,16,0,22,0,0,12,0,25
20190212,1161,64,Category 01,12,4,0,4,0,0,0,0,25
20190213,1161,64,Category 01,0,10,0,28,0,0,24,0,25
20190215,1161,64,Category 01,7,1,0,37,36,0,0,0,25
20190217,1161,64,Category 01,0,37,0,37,0,0,0,0,25
20190218,1161,64,Category 01,0,43,0,37,0,0,0,0,25
20190219,1161,64,Category 01,8,41,0,35,0,0,0,0,25
20190223,1161,64,Category 01,20,23,0,41,0,24,0,0,25
20190226,1161,64,Category 01,11,22,12,40,12,12,0,0,25
20190227,1161,64,Category 01,7,26,0,38,0,12,0,0,25
20190301,1161,64,Category 01,16,25,0,37,0,12,0,0,25
20190304,1161,64,Category 01,0,37,0,43,0,12,0,0,36
20190308,1161,64,Category 01,7,47,0,41,0,0,0,0,36
20190314,1161,64,Category 01,10,46,0,40,0,0,0,0,36
20190315,1161,64,Category 01,8,44,0,38,0,0,0,0,36
20190317,1161,64,Category 01,10,30,0,30,0,0,0,0,36
20190324,1161,64,Category 01,0,29,0,41,0,12,0,0,36
20190325,1161,64,Category 01,0,29,12,41,12,0,0,0,36
20190328,1161,64,Category 01,0,40,0,136,0,96,0,0,36
20190331,1161,64,Category 01,10,135,0,129,0,0,0,0,36
20190401,1161,64,Category 01,7,134,0,128,0,0,0,0,36
20190402,1161,64,Category 01,7,127,0,127,0,0,0,0,36
20190406,1161,64,Category 01,0,128,0,122,0,0,0,0,36
20190410,1161,64,Category 01,8,124,0,118,0,0,0,0,36
20190413,1161,64,Category 01,10,6,0,0,0,0,0,0,36
20190416,1161,64,Category 01,7,105,0,105,0,0,0,0,36
20190418,1161,64,Category 01,0,104,0,104,0,0,0,0,36
20190419,1161,64,Category 01,0,6,0,0,0,0,0,0,36
20190420,1161,64,Category 01,7,103,0,103,0,0,0,0,36
20190421,1161,64,Category 01,0,109,0,103,0,0,0,0,36
20190424,1161,64,Category 01,8,97,12,121,12,12,0,0,36
20190427,1161,64,Category 01,0,117,0,129,0,12,0,0,36
20190430,1161,64,Category 01,0,133,0,127,0,0,0,0,36
20190502,1161,64,Category 01,7,126,0,126,0,0,0,0,36
20190503,1161,64,Category 01,0,126,0,126,0,0,0,0,36
20190504,1161,64,Category 01,0,132,0,126,0,0,0,0,36
20190506,1161,64,Category 01,7,125,0,125,0,0,0,0,36
20190507,1161,64,Category 01,0,131,0,125,0,0,0,0,36
20190509,1161,64,Category 01,8,128,0,122,0,0,0,0,36
20190510,1161,64,Category 01,7,0,0,0,0,0,0,0,36
20190517,1161,64,Category 01,0,111,0,105,0,0,0,0,36
20190518,1161,64,Category 01,7,110,0,104,0,0,0,0,36
20190519,1161,64,Category 01,11,105,0,99,0,0,0,0,36
20190521,1161,64,Category 01,7,103,0,97,0,0,0,0,36
20190523,1161,64,Category 01,7,95,0,95,0,0,0,0,36
20190524,1161,64,Category 01,0,101,0,95,0,0,0,0,36
20190525,1161,64,Category 01,8,99,0,93,0,0,0,0,36
20190527,1161,64,Category 01,7,90,0,90,0,0,0,0,36
20190601,1161,64,Category 01,0,154,0,148,0,0,0,0,36
20190602,1161,64,Category 01,8,146,0,146,0,0,0,0,36
20190603,1161,64,Category 01,0,146,0,146,0,0,0,0,36
20190609,1161,64,Category 01,0,142,0,142,0,0,0,0,36
20190610,1161,64,Category 01,0,142,0,142,0,0,0,0,36
20190612,1161,64,Category 01,0,147,0,141,0,0,0,0,36
20190614,1161,64,Category 01,8,137,0,137,0,0,0,0,36
20190615,1161,64,Category 01,0,137,0,137,0,0,0,0,36
20190619,1161,64,Category 01,0,142,0,136,0,0,0,0,36
20190621,1161,64,Category 01,10,138,0,132,0,0,0,0,36
20190624,1161,64,Category 01,7,264,0,258,0,0,0,0,36
20190629,1161,64,Category 01,7,125,0,125,0,0,0,0,36
20190702,1161,64,Category 01,0,120,0,120,0,0,0,0,36
20190706,1161,64,Category 01,0,125,0,119,0,0,0,0,36
20190709,1161,64,Category 01,8,115,0,115,0,0,0,0,36
20190712,1161,64,Category 01,0,114,0,108,0,0,0,0,36
20190718,1161,64,Category 01,8,97,0,97,0,0,0,0,36
20190719,1161,64,Category 01,0,97,0,97,0,0,0,0,36
20190720,1161,64,Category 01,0,97,0,97,0,0,0,0,36
20190725,1161,64,Category 01,0,96,0,132,0,36,0,0,36
20190726,1161,64,Category 01,0,96,36,132,36,0,0,0,36
20190729,1161,64,Category 01,0,130,0,130,0,0,0,0,36
20190801,1161,64,Category 01,7,133,0,127,0,0,0,0,36
20190804,1161,64,Category 01,15,122,0,116,0,0,0,0,36
20190806,1161,64,Category 01,12,115,0,109,0,0,0,0,36
20190807,1161,64,Category 01,7,113,0,107,0,0,0,0,36
20190808,1161,64,Category 01,8,112,0,106,0,0,0,0,36
20190810,1161,64,Category 01,19,90,0,90,0,0,0,0,36
20190814,1161,64,Category 01,0,85,0,79,0,0,0,0,36
20190817,1161,64,Category 01,9,68,0,62,0,0,0,0,36
20190821,1161,64,Category 01,9,60,0,54,0,0,0,0,36
20190823,1161,64,Category 01,7,53,0,119,0,0,72,0,36
20190825,1161,64,Category 01,11,44,0,110,0,0,72,0,36
20190826,1161,64,Category 01,9,41,0,107,0,0,72,0,36
20190829,1161,64,Category 01,11,102,0,96,0,0,0,0,36
20190830,1161,64,Category 01,10,101,0,95,0,0,0,0,36
20190904,1161,64,Category 01,7,89,0,83,0,0,0,0,36
20190905,1161,64,Category 01,10,87,0,81,0,0,0,0,36
20190906,1161,64,Category 01,9,83,0,77,0,0,0,0,36
20190910,1161,64,Category 01,11,69,0,63,0,0,0,0,36
20190912,1161,64,Category 01,12,63,0,57,0,0,0,0,36
20190915,1161,64,Category 01,13,42,0,102,0,0,60,0,36
20190916,1161,64,Category 01,0,42,24,102,24,0,36,0,36
20190918,1161,64,Category 01,0,65,0,101,0,0,36,0,36
20190921,1161,64,Category 01,0,70,0,100,0,36,0,0,36
20190922,1161,64,Category 01,8,68,36,98,36,0,0,0,36
20190923,1161,64,Category 01,8,96,0,96,0,0,0,0,36
20190925,1161,64,Category 01,0,101,0,95,0,0,0,0,36
20190928,1161,64,Category 01,10,96,0,90,0,0,0,0,36
20191001,1161,64,Category 01,9,94,0,88,0,0,0,0,36
20191002,1161,64,Category 01,8,70,0,64,0,0,0,0,36
20191003,1161,64,Category 01,7,62,0,62,0,0,0,0,36
20191005,1161,64,Category 01,0,66,0,60,0,0,0,0,36
20191009,1161,64,Category 01,8,61,0,55,0,0,0,0,36
20191010,1161,64,Category 01,11,59,0,53,0,0,0,0,36
20191011,1161,64,Category 01,9,55,0,49,0,0,0,0,36
20191012,1161,64,Category 01,8,53,0,47,0,0,0,0,36
20191014,1161,64,Category 01,9,47,0,41,0,0,0,0,36
20191015,1161,64,Category 01,13,35,0,35,0,0,0,0,36
20191016,1161,64,Category 01,0,34,0,34,0,0,0,0,36
20191018,1161,64,Category 01,0,40,0,34,0,0,0,0,36
20191021,1161,64,Category 01,8,33,0,27,0,0,0,0,36
20191024,1161,64,Category 01,13,19,0,37,0,0,24,0,36
20191028,1161,64,Category 01,8,12,0,54,24,24,0,0,36
20191031,1161,64,Category 01,8,34,0,28,0,0,0,0,36
20191102,1161,64,Category 01,8,26,0,26,0,0,0,0,36
20191103,1161,64,Category 01,0,32,0,26,0,0,0,0,36
20191104,1161,64,Category 01,9,29,0,23,0,0,0,0,36
20191106,1161,64,Category 01,8,25,0,43,0,0,24,0,36
20191107,1161,64,Category 01,7,24,0,30,0,0,12,0,36
20191108,1161,64,Category 01,8,16,0,28,0,0,12,0,36
20191109,1161,64,Category 01,0,22,12,40,12,0,12,0,36
20191112,1161,64,Category 01,7,26,0,38,0,0,12,0,36
20191113,1161,64,Category 01,0,26,0,38,0,0,12,0,36
20191115,1161,64,Category 01,0,31,0,37,12,0,0,0,36
20191118,1161,64,Category 01,9,32,0,32,0,0,0,0,36
20191120,1161,64,Category 01,0,37,0,31,0,0,0,0,36
20191121,1161,64,Category 01,10,27,0,27,0,0,0,0,36
20191122,1161,64,Category 01,0,33,0,27,0,0,0,0,36
20191123,1161,64,Category 01,8,31,0,25,0,0,0,0,36
20191124,1161,64,Category 01,12,19,0,19,0,0,0,0,36
20191129,1161,64,Category 01,0,6,0,30,0,0,24,0,36
20191130,1161,64,Category 01,0,6,12,30,0,12,12,0,36
20191204,1161,64,Category 01,0,18,0,30,0,0,12,0,36
20191212,1161,64,Category 01,8,21,0,15,0,0,0,0,36
20191213,1161,64,Category 01,7,14,0,14,0,0,0,0,36
20191214,1161,64,Category 01,0,14,0,38,0,0,24,0,36
20191215,1161,64,Category 01,0,20,0,38,0,0,24,0,36
20191218,1161,64,Category 01,7,25,12,37,0,0,12,0,36
20191219,1161,64,Category 01,0,25,0,37,0,0,12,0,36
20191220,1161,64,Category 01,0,31,0,37,0,0,12,0,36
20191227,1161,64,Category 01,9,26,0,26,0,0,0,0,36
20200105,1161,64,Category 01,0,32,0,32,0,0,0,0,36
20200106,1161,64,Category 01,0,38,0,32,0,0,0,0,36
20200108,1161,64,Category 01,7,29,0,41,0,0,12,0,36
20200112,1161,64,Category 01,0,33,0,27,0,0,0,0,36
20200117,1161,64,Category 01,7,28,12,34,12,0,0,0,36
20200119,1161,64,Category 01,15,25,0,25,0,0,0,0,36
20200124,1161,64,Category 01,0,27,0,21,0,0,0,0,36
20200128,1161,64,Category 01,8,18,0,18,0,0,0,0,0
20200131,1161,64,Category 01,0,24,0,30,0,0,12,0,0
20200202,1161,64,Category 01,7,17,0,29,0,0,12,0,36
20200204,1161,64,Category 01,0,15,12,27,12,0,0,0,36
20200205,1161,64,Category 01,0,15,0,27,12,0,0,0,36
20200206,1161,64,Category 01,0,33,0,27,0,0,0,0,36
20200208,1161,64,Category 01,11,27,0,33,0,0,12,0,36
20200209,1161,64,Category 01,7,26,0,32,0,0,12,0,36
20200210,1161,64,Category 01,7,19,0,31,0,0,12,0,36
20200214,1161,64,Category 01,0,6,0,0,0,0,0,0,36
20200215,1161,64,Category 01,7,31,0,25,0,0,0,0,36
20200220,1161,64,Category 01,8,21,0,21,0,0,0,0,36
20200221,1161,64,Category 01,0,19,0,19,0,0,0,0,36
20200222,1161,64,Category 01,0,25,0,19,0,0,0,0,30
20200223,1161,64,Category 01,7,24,0,18,0,0,0,0,30
20200225,1161,64,Category 01,7,16,0,28,0,12,0,0,30
20200226,1161,64,Category 01,0,22,12,28,12,0,0,0,30
20200302,1161,64,Category 01,7,26,0,26,0,0,0,0,30
20200304,1161,64,Category 01,0,31,0,2425,0,2400,0,0,30
20200309,1161,64,Category 01,579,1381,0,1675,0,300,0,0,30
20200311,1161,64,Category 01,540,825,0,843,0,24,0,0,30
20200313,1161,64,Category 01,33,5,0,281,0,276,0,0,30
20200314,1161,64,Category 01,0,9,0,15,0,12,0,0,30
20200317,1161,64,Category 01,22,11,12,149,0,144,0,0,30
20200322,1161,64,Category 01,102,34,0,58,0,24,0,0,30
20200328,1161,64,Category 01,0,9,0,15,0,12,0,0,30
20200329,1161,64,Category 01,7,8,12,74,0,72,0,0,30
20200402,1161,64,Category 01,24,138,84,306,84,84,0,0,30
20200403,1161,64,Category 01,89,58,84,250,168,24,0,0,30
20200406,1161,64,Category 01,34,152,60,260,60,48,0,0,30
20200408,1161,64,Category 01,71,110,36,218,84,24,0,0,30
20200411,1161,64,Category 01,32,80,0,80,0,0,0,0,30
20200412,1161,64,Category 01,13,73,0,97,0,24,0,0,30
20200414,1161,64,Category 01,0,57,0,51,0,0,0,0,30
20200416,1161,64,Category 01,32,31,0,37,0,12,0,0,30
20200420,1161,64,Category 01,16,21,12,39,12,12,0,0,30
20200421,1161,64,Category 01,18,3,12,27,24,0,0,0,30
20200422,1161,64,Category 01,0,27,0,39,0,12,0,0,30
20200423,1161,64,Category 01,14,25,12,31,12,0,0,0,30
20200424,1161,64,Category 01,9,16,0,28,12,0,0,0,30
20200426,1161,64,Category 01,16,23,0,17,0,0,0,0,30
20200501,1161,64,Category 01,7,6,0,6,0,0,0,0,30
20200504,1161,64,Category 01,0,4,0,4,0,0,0,0,30
20200505,1161,64,Category 01,0,4,0,4,0,0,0,0,30
20200509,1161,64,Category 01,0,4,0,4,0,0,0,0,30
20200510,1161,64,Category 01,0,4,0,4,0,0,0,0,30
20200512,1161,64,Category 01,0,4,0,4,0,0,0,0,30
20200514,1161,64,Category 01,0,10,0,4,0,0,0,0,30
20200515,1161,64,Category 01,7,9,0,3,0,0,0,0,30
20200517,1161,64,Category 01,7,2,0,2,0,0,0,0,30
20200519,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200520,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200523,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200525,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200526,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200528,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200529,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200530,1161,64,Category 01,0,2,0,2,0,0,0,0,30
20200605,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200610,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200614,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200617,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200619,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200624,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200627,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200628,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200630,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200701,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200703,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200704,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200709,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200710,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200713,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200717,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200720,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200721,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200722,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200724,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200730,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200809,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200810,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200812,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200818,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200820,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200823,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200824,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200830,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200903,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200904,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200905,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200906,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200907,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200908,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200910,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200914,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200915,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200921,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200922,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200923,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200925,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20200927,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201002,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201003,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201004,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201006,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201007,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201010,1161,64,Category 01,0,0,0,36,0,0,36,0,30
20201014,1161,64,Category 01,0,0,0,36,0,0,36,0,30
20201015,1161,64,Category 01,0,0,0,36,0,0,36,0,30
20201018,1161,64,Category 01,0,0,0,0,0,0,0,0,30
20201019,1161,64,Category 01,0,0,0,36,0,0,36,0,30
20201022,1161,64,Category 01,0,0,0,48,0,0,48,0,30
20201025,1161,64,Category 01,0,0,0,72,36,12,24,0,30
20201026,1161,64,Category 01,0,42,0,36,0,0,0,0,30
20201027,1161,64,Category 01,9,39,0,45,0,0,12,0,30
20201028,1161,64,Category 01,18,28,0,46,0,0,24,0,30
20201029,1161,64,Category 01,10,23,0,41,0,0,24,0,30
20201031,1161,64,Category 01,8,22,0,52,0,0,36,0,30
20201102,1161,64,Category 01,20,0,0,36,0,0,36,0,30
20201103,1161,64,Category 01,0,0,24,36,24,0,12,0,30
20201104,1161,64,Category 01,0,0,0,72,24,24,24,0,30
20201108,1161,64,Category 01,16,16,0,34,24,0,0,0,30
20201109,1161,64,Category 01,9,37,0,43,0,0,12,0,30
20201110,1161,64,Category 01,7,36,0,42,0,0,12,0,30
20201112,1161,64,Category 01,7,33,0,39,0,0,12,0,30
20201113,1161,64,Category 01,7,32,0,38,0,0,12,0,30
20201114,1161,64,Category 01,14,18,0,42,0,0,24,0,30
20201115,1161,64,Category 01,0,18,0,54,0,0,36,0,30
20201117,1161,64,Category 01,0,1,0,49,0,0,48,0,30
20201119,1161,64,Category 01,0,0,0,60,12,12,36,0,30
20201120,1161,64,Category 01,0,6,0,36,12,0,24,0,30
20201121,1161,64,Category 01,14,-2,0,40,12,0,36,0,30
20201122,1161,64,Category 01,10,-1,0,47,12,0,36,0,30
20201123,1161,64,Category 01,0,-1,12,59,24,0,36,0,30
20201124,1161,64,Category 01,0,-1,0,59,24,12,24,0,30
20201125,1161,64,Category 01,0,11,0,47,12,0,24,0,30
20201201,1161,64,Category 01,0,16,12,88,12,0,60,0,30
20201209,1161,64,Category 01,0,36,12,108,12,24,36,0,30
20201210,1161,64,Category 01,0,36,24,84,36,0,12,0,30
20201211,1161,64,Category 01,8,48,0,84,24,0,12,0,30
20201212,1161,64,Category 01,9,67,0,79,0,0,12,0,30
20201215,1161,64,Category 01,0,66,12,78,12,0,0,0,30
20201217,1161,64,Category 01,0,75,0,75,0,0,0,0,30
20201218,1161,64,Category 01,0,81,0,75,0,0,0,0,30
20201219,1161,64,Category 01,7,80,0,74,0,0,0,0,30
20201221,1161,64,Category 01,10,64,0,64,0,0,0,0,30
20201223,1161,64,Category 01,0,62,0,62,0,0,0,0,30
20201225,1161,64,Category 01,0,62,0,62,0,0,0,0,30
20201228,1161,64,Category 01,0,66,0,60,0,0,0,0,30
20201231,1161,64,Category 01,8,56,0,50,0,0,0,0,30
20210101,1161,64,Category 01,8,54,0,48,0,0,0,0,30
20210102,1161,64,Category 01,12,48,0,42,0,0,0,0,30
20210104,1161,64,Category 01,9,6,0,0,0,0,0,0,30
20210105,1161,64,Category 01,7,44,0,38,0,0,0,0,30
20210108,1161,64,Category 01,9,31,0,31,0,0,0,0,30
20210109,1161,64,Category 01,0,31,0,31,0,0,0,0,30
20210112,1161,64,Category 01,0,31,0,55,0,0,24,0,30
20210113,1161,64,Category 01,0,31,0,43,0,0,12,0,30
20210115,1161,64,Category 01,0,29,12,53,0,12,12,0,30
20210116,1161,64,Category 01,0,29,0,53,12,0,12,0,30
20210120,1161,64,Category 01,0,40,0,40,0,0,0,0,30
20210121,1161,64,Category 01,0,40,0,40,0,0,0,0,30
20210122,1161,64,Category 01,0,46,0,40,0,0,0,0,30
20210124,1161,64,Category 01,7,38,0,38,0,0,0,0,30
20210125,1161,64,Category 01,0,38,0,38,0,0,0,0,30
20210130,1161,64,Category 01,0,37,0,49,0,0,12,0,30
20210131,1161,64,Category 01,0,37,0,37,0,0,0,0,30
20210201,1161,64,Category 01,0,43,0,37,0,0,0,0,30
20210202,1161,64,Category 01,8,43,0,37,0,0,0,0,30
20210206,1161,64,Category 01,7,36,0,42,0,0,12,0,30
20210208,1161,64,Category 01,7,35,0,41,0,0,12,0,30
20210209,1161,64,Category 01,8,33,12,51,12,0,12,0,30
20210210,1161,64,Category 01,12,21,0,57,12,12,12,0,30
20210211,1161,64,Category 01,7,38,0,44,0,0,12,0,30
20210212,1161,64,Category 01,9,35,0,53,0,0,24,0,30
20210213,1161,64,Category 01,8,27,0,63,0,0,36,0,24
20210214,1161,64,Category 01,0,33,0,75,0,0,48,0,24
20210215,1161,64,Category 01,7,32,0,74,0,0,48,0,24
20210216,1161,64,Category 01,9,29,0,83,0,0,60,0,24
20210217,1161,64,Category 01,16,13,0,73,0,0,60,0,24
20210218,1161,64,Category 01,0,13,0,61,0,0,48,0,24
20210219,1161,64,Category 01,0,13,0,61,0,0,48,0,24
20210220,1161,64,Category 01,0,13,0,49,0,0,36,0,24
20210221,1161,64,Category 01,0,13,0,61,0,0,48,0,24
20210222,1161,64,Category 01,0,13,0,13,0,0,0,0,24
20210223,1161,64,Category 01,0,13,12,13,0,0,0,0,24
20210224,1161,64,Category 01,0,13,0,97,12,0,72,0,24
20210225,1161,64,Category 01,0,13,36,61,12,12,24,0,24
20210226,1161,64,Category 01,0,25,0,73,36,0,12,0,24
20210227,1161,64,Category 01,0,67,0,61,0,0,0,0,24
20210228,1161,64,Category 01,10,61,0,61,0,0,0,0,24
20210301,1161,64,Category 01,0,57,0,57,0,0,0,0,24
20210302,1161,64,Category 01,0,63,0,57,0,0,0,0,24
20210303,1161,64,Category 01,8,61,0,55,0,0,0,0,24
20210304,1161,64,Category 01,20,41,0,41,0,0,0,0,24
20210305,1161,64,Category 01,0,47,0,41,0,0,0,0,24
20210306,1161,64,Category 01,18,29,0,53,0,0,24,0,24
20210307,1161,64,Category 01,0,29,0,53,0,0,24,0,24
20210308,1161,64,Category 01,0,29,0,101,0,0,72,0,24
20210309,1161,64,Category 01,0,29,0,101,0,0,72,0,24
20210310,1161,64,Category 01,0,29,24,149,24,0,96,0,24
20210311,1161,64,Category 01,0,53,0,173,0,24,96,0,24
20210312,1161,64,Category 01,9,53,0,173,0,24,96,0,24
20210313,1161,64,Category 01,0,56,0,194,0,0,144,0,24
20210314,1161,64,Category 01,8,55,0,193,0,0,144,0,24
20210315,1161,64,Category 01,7,53,0,179,0,0,132,0,24
20210316,1161,64,Category 01,10,53,0,179,0,0,132,0,24
20210317,1161,64,Category 01,7,53,0,179,0,0,132,0,24
20210318,1161,64,Category 01,7,41,0,173,0,0,132,0,24
20210319,1161,64,Category 01,0,47,0,173,0,0,132,0,24
20210320,1161,64,Category 01,8,47,0,185,0,0,144,0,24
20210321,1161,64,Category 01,7,39,0,183,0,0,144,0,24
20210322,1161,64,Category 01,0,38,0,182,0,0,144,0,24
20210323,1161,64,Category 01,0,38,0,182,0,0,144,0,24
20210324,1161,64,Category 01,0,38,0,74,0,0,36,0,24
20210325,1161,64,Category 01,0,44,0,182,0,0,144,0,24
20210326,1161,64,Category 01,9,44,0,182,0,0,144,0,24
20210327,1161,64,Category 01,9,32,108,164,108,12,12,0,24
20210328,1161,64,Category 01,0,32,12,164,108,12,12,0,24
20210329,1161,64,Category 01,11,149,0,149,0,0,0,0,24
20210330,1161,64,Category 01,0,153,0,147,0,0,0,0,24
20210331,1161,64,Category 01,8,152,0,146,0,0,0,0,24
20210401,1161,64,Category 01,10,147,0,141,0,0,0,0,24
20210402,1161,64,Category 01,8,145,0,139,0,0,0,0,24
20210403,1161,64,Category 01,11,140,0,134,0,0,0,0,24
20210404,1161,64,Category 01,8,134,0,134,0,0,0,0,24
20210405,1161,64,Category 01,0,132,0,132,0,0,0,0,24
20210406,1161,64,Category 01,0,132,0,132,0,0,0,0,24
20210407,1161,64,Category 01,0,132,0,132,0,0,0,0,24
20210408,1161,64,Category 01,0,138,0,132,0,0,0,0,24
20210409,1161,64,Category 01,9,138,0,132,0,0,0,0,24
20210410,1161,64,Category 01,8,127,0,127,0,0,0,0,24
20210411,1161,64,Category 01,0,133,0,127,0,0,0,0,24
20210412,1161,64,Category 01,7,133,0,127,0,0,0,0,24
20210413,1161,64,Category 01,9,132,0,126,0,0,0,0,24
20210414,1161,64,Category 01,7,129,0,123,0,0,0,0,24
20210415,1161,64,Category 01,10,122,0,122,0,0,0,0,24
20210416,1161,64,Category 01,0,125,0,119,0,0,0,0,24
20210417,1161,64,Category 01,7,123,0,117,0,0,0,0,24
20210418,1161,64,Category 01,10,123,0,117,0,0,0,0,24
20210419,1161,64,Category 01,8,113,0,113,0,0,0,0,24
20210420,1161,64,Category 01,0,117,0,111,0,0,0,0,24
20210421,1161,64,Category 01,9,117,0,111,0,0,0,0,24
20210422,1161,64,Category 01,9,105,0,105,0,0,0,0,24
20210423,1161,64,Category 01,0,111,0,105,0,0,0,0,0
20210424,1161,64,Category 01,9,102,0,102,0,0,0,0,24
20210425,1161,64,Category 01,0,102,0,102,0,0,0,0,24
20210426,1161,64,Category 01,0,102,0,102,0,0,0,0,24
20210427,1161,64,Category 01,0,102,0,102,0,0,0,0,24
20210428,1161,64,Category 01,0,102,0,102,0,0,0,0,24
20210429,1161,64,Category 01,0,102,0,102,0,0,0,0,24
20210430,1161,64,Category 01,0,108,0,102,0,0,0,0,24
20190107,1164,64,Category 01,8,133,132,265,132,0,0,0,20
20190111,1164,64,Category 01,11,251,0,251,0,0,0,0,20
20190122,1164,64,Category 01,7,194,0,212,0,0,24,0,20
20190123,1164,64,Category 01,16,184,0,202,0,24,0,0,20
20190124,1164,64,Category 01,10,180,0,198,0,24,0,0,20
20190125,1164,64,Category 01,12,198,24,192,0,0,0,0,20
20190127,1164,64,Category 01,10,184,0,184,0,0,0,0,20
20190203,1164,64,Category 01,8,151,0,145,0,0,0,0,20
20190206,1164,64,Category 01,9,137,0,131,0,0,0,0,20
20190208,1164,64,Category 01,12,127,0,121,0,0,0,0,20
20190210,1164,64,Category 01,11,112,0,106,0,0,0,0,20
20190212,1164,64,Category 01,8,102,0,96,0,0,0,0,20
20190215,1164,64,Category 01,22,78,0,72,0,0,0,0,20
20190217,1164,64,Category 01,13,63,0,57,0,0,0,0,20
20190219,1164,64,Category 01,10,55,0,109,0,60,0,0,20
20190221,1164,64,Category 01,12,48,0,114,0,72,0,0,20
